Connecting to host 10.0.0.2, port 5203
[  4] local 10.0.0.1 port 46114 connected to 10.0.0.2 port 5203
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   270 KBytes  2.21 Mbits/sec    0   18.4 KBytes       
[  4]   1.00-2.00   sec   137 KBytes  1.12 Mbits/sec    0   25.5 KBytes       
[  4]   2.00-3.00   sec   191 KBytes  1.56 Mbits/sec    0   32.5 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   41.0 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.09 Mbits/sec    0   66.5 KBytes       
[  4]   5.00-6.00   sec   318 KBytes  2.61 Mbits/sec    0    102 KBytes       
[  4]   6.00-7.00   sec   382 KBytes  3.13 Mbits/sec    0    144 KBytes       
[  4]   7.00-8.00   sec   509 KBytes  4.17 Mbits/sec    0    208 KBytes       
[  4]   8.00-9.00   sec   573 KBytes  4.69 Mbits/sec    0    287 KBytes       
[  4]   9.00-10.00  sec   191 KBytes  1.56 Mbits/sec    0    315 KBytes       
[  4]  10.00-11.00  sec   954 KBytes  7.82 Mbits/sec    0    431 KBytes       
[  4]  11.00-12.00  sec   255 KBytes  2.09 Mbits/sec    0    467 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   64    327 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   31    327 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   32    327 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   41    230 KBytes       
[  4]  16.00-17.00  sec   255 KBytes  2.08 Mbits/sec   93    317 KBytes       
[  4]  17.00-18.00  sec  63.6 KBytes   522 Kbits/sec   37    197 KBytes       
[  4]  18.00-19.00  sec   891 KBytes  7.29 Mbits/sec    0    228 KBytes       
[  4]  19.00-20.00  sec   191 KBytes  1.56 Mbits/sec    0    235 KBytes       
[  4]  20.00-21.00  sec   255 KBytes  2.09 Mbits/sec    0    255 KBytes       
[  4]  21.00-22.00  sec  0.00 Bytes  0.00 bits/sec    0    255 KBytes       
[  4]  22.00-23.00  sec   255 KBytes  2.09 Mbits/sec    0    269 KBytes       
[  4]  23.00-24.00  sec  0.00 Bytes  0.00 bits/sec    0    269 KBytes       
[  4]  24.00-25.00  sec   255 KBytes  2.09 Mbits/sec    0    274 KBytes       
[  4]  25.00-26.00  sec  0.00 Bytes  0.00 bits/sec    0    274 KBytes       
[  4]  26.00-27.00  sec   255 KBytes  2.09 Mbits/sec    0    288 KBytes       
[  4]  27.00-28.00  sec  0.00 Bytes  0.00 bits/sec    0    288 KBytes       
[  4]  28.00-29.00  sec   191 KBytes  1.56 Mbits/sec    0    331 KBytes       
[  4]  29.00-30.00  sec  63.6 KBytes   521 Kbits/sec    0    341 KBytes       
[  4]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec    0    341 KBytes       
[  4]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec   38    240 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    0    240 KBytes       
[  4]  33.00-34.00  sec   318 KBytes  2.61 Mbits/sec   31    240 KBytes       
[  4]  34.00-35.00  sec   191 KBytes  1.56 Mbits/sec    4    189 KBytes       
[  4]  35.00-36.00  sec  63.6 KBytes   521 Kbits/sec    0    174 KBytes       
[  4]  36.00-37.00  sec   382 KBytes  3.13 Mbits/sec    0    174 KBytes       
[  4]  37.00-38.00  sec   191 KBytes  1.56 Mbits/sec    0    188 KBytes       
[  4]  38.00-39.00  sec  0.00 Bytes  0.00 bits/sec    0    188 KBytes       
[  4]  39.00-40.00  sec   191 KBytes  1.56 Mbits/sec    0    198 KBytes       
[  4]  40.00-41.00  sec   191 KBytes  1.56 Mbits/sec    0    202 KBytes       
[  4]  41.00-42.00  sec  0.00 Bytes  0.00 bits/sec    0    202 KBytes       
[  4]  42.00-43.00  sec   191 KBytes  1.56 Mbits/sec    0    206 KBytes       
[  4]  43.00-44.00  sec   191 KBytes  1.56 Mbits/sec    0    222 KBytes       
[  4]  44.00-45.00  sec  0.00 Bytes  0.00 bits/sec    0    222 KBytes       
[  4]  45.00-46.00  sec   255 KBytes  2.09 Mbits/sec    0    263 KBytes       
[  4]  46.00-47.00  sec   191 KBytes  1.56 Mbits/sec    0    332 KBytes       
[  4]  47.00-48.00  sec  63.6 KBytes   522 Kbits/sec    0    362 KBytes       
[  4]  48.00-49.00  sec   255 KBytes  2.08 Mbits/sec    0    438 KBytes       
[  4]  49.00-50.00  sec  1.06 MBytes  8.85 Mbits/sec    0    592 KBytes       
[  4]  50.00-50.00  sec  0.00 Bytes  0.00 bits/sec    0    592 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-50.00  sec  10.3 MBytes  1.73 Mbits/sec  371             sender
[  4]   0.00-50.00  sec  7.72 MBytes  1.30 Mbits/sec                  receiver

iperf Done.
