Connecting to host 10.0.0.2, port 5202
[  4] local 10.0.0.1 port 46112 connected to 10.0.0.2 port 5202
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   430 KBytes  3.52 Mbits/sec    0   25.5 KBytes       
[  4]   1.00-2.00   sec   255 KBytes  2.08 Mbits/sec    0   36.8 KBytes       
[  4]   2.00-3.00   sec   318 KBytes  2.61 Mbits/sec    0   49.5 KBytes       
[  4]   3.00-4.00   sec   382 KBytes  3.13 Mbits/sec    0   63.6 KBytes       
[  4]   4.00-5.00   sec   318 KBytes  2.61 Mbits/sec    0   77.8 KBytes       
[  4]   5.00-6.00   sec   445 KBytes  3.65 Mbits/sec    0    117 KBytes       
[  4]   6.00-7.00   sec   573 KBytes  4.69 Mbits/sec    0    167 KBytes       
[  4]   7.00-8.00   sec   827 KBytes  6.78 Mbits/sec    0    246 KBytes       
[  4]   8.00-9.00   sec  1018 KBytes  8.34 Mbits/sec    0    344 KBytes       
[  4]   9.00-10.00  sec  1.30 MBytes  10.9 Mbits/sec    0    478 KBytes       
[  4]  10.00-11.00  sec  1.43 MBytes  12.0 Mbits/sec    0    635 KBytes       
[  4]  11.00-12.00  sec  1.24 MBytes  10.4 Mbits/sec    0    788 KBytes       
[  4]  12.00-13.00  sec   954 KBytes  7.82 Mbits/sec    0    895 KBytes       
[  4]  13.00-14.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.15 MBytes       
[  4]  14.00-15.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.33 MBytes       
[  4]  15.00-16.00  sec  2.50 MBytes  21.0 Mbits/sec    0   1.62 MBytes       
[  4]  16.00-17.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.72 MBytes       
[  4]  17.00-18.00  sec   281 KBytes  2.31 Mbits/sec  294   1.21 MBytes       
[  4]  18.00-19.00  sec  0.00 Bytes  0.00 bits/sec   76   1.21 MBytes       
[  4]  19.00-20.00  sec  0.00 Bytes  0.00 bits/sec  212   1.18 MBytes       
[  4]  20.00-21.00  sec  0.00 Bytes  0.00 bits/sec  196   1.19 MBytes       
[  4]  21.00-22.00  sec   255 KBytes  2.08 Mbits/sec  184    765 KBytes       
[  4]  22.00-23.00  sec   573 KBytes  4.69 Mbits/sec   62    318 KBytes       
[  4]  23.00-24.00  sec  2.50 MBytes  21.0 Mbits/sec    0    868 KBytes       
[  4]  24.00-25.00  sec  1.25 MBytes  10.5 Mbits/sec    0    902 KBytes       
[  4]  25.00-26.00  sec   614 KBytes  5.03 Mbits/sec    0    928 KBytes       
[  4]  26.00-27.00  sec   636 KBytes  5.21 Mbits/sec    0    969 KBytes       
[  4]  27.00-28.00  sec   382 KBytes  3.13 Mbits/sec    0    993 KBytes       
[  4]  28.00-29.00  sec   573 KBytes  4.69 Mbits/sec    0   1015 KBytes       
[  4]  29.00-30.00  sec   445 KBytes  3.65 Mbits/sec    0   1.00 MBytes       
[  4]  30.00-31.00  sec   573 KBytes  4.69 Mbits/sec    0   1.01 MBytes       
[  4]  31.00-32.00  sec   445 KBytes  3.65 Mbits/sec    0   1.02 MBytes       
[  4]  32.00-33.00  sec   573 KBytes  4.69 Mbits/sec    0   1.02 MBytes       
[  4]  33.00-34.00  sec   382 KBytes  3.13 Mbits/sec    0   1.03 MBytes       
[  4]  34.00-35.00  sec   636 KBytes  5.21 Mbits/sec    0   1.04 MBytes       
[  4]  35.00-36.00  sec   382 KBytes  3.13 Mbits/sec    0   1.06 MBytes       
[  4]  36.00-37.00  sec   636 KBytes  5.21 Mbits/sec    0   1.10 MBytes       
[  4]  37.00-38.00  sec   318 KBytes  2.61 Mbits/sec    0   1.13 MBytes       
[  4]  38.00-39.00  sec   700 KBytes  5.73 Mbits/sec    0   1.22 MBytes       
[  4]  39.00-40.00  sec   191 KBytes  1.56 Mbits/sec    0   1.25 MBytes       
[  4]  40.00-41.00  sec   764 KBytes  6.25 Mbits/sec    0   1.41 MBytes       
[  4]  41.00-42.00  sec   255 KBytes  2.09 Mbits/sec    4   1.45 MBytes       
[  4]  42.00-43.00  sec  0.00 Bytes  0.00 bits/sec   75   1.18 MBytes       
[  4]  43.00-44.00  sec  0.00 Bytes  0.00 bits/sec   86   1.03 MBytes       
[  4]  44.00-45.00  sec   764 KBytes  6.25 Mbits/sec   47   1.03 MBytes       
[  4]  45.00-46.00  sec   573 KBytes  4.69 Mbits/sec  112   1.03 MBytes       
[  4]  46.00-47.00  sec  0.00 Bytes  0.00 bits/sec  181   1.01 MBytes       
[  4]  47.00-48.00  sec   509 KBytes  4.17 Mbits/sec   92    820 KBytes       
[  4]  48.00-49.00  sec   127 KBytes  1.04 Mbits/sec  116    735 KBytes       
[  4]  49.00-50.00  sec  1.18 MBytes  9.91 Mbits/sec   18    735 KBytes       
[  4]  50.00-51.00  sec  0.00 Bytes  0.00 bits/sec    2    735 KBytes       
[  4]  51.00-52.00  sec  0.00 Bytes  0.00 bits/sec   19    735 KBytes       
[  4]  52.00-53.00  sec   764 KBytes  6.26 Mbits/sec   13    735 KBytes       
[  4]  53.00-54.01  sec  1.25 MBytes  10.4 Mbits/sec    0    672 KBytes       
[  4]  54.01-55.00  sec  1.25 MBytes  10.5 Mbits/sec    0    518 KBytes       
[  4]  55.00-56.00  sec  1.25 MBytes  10.5 Mbits/sec    0    542 KBytes       
[  4]  56.00-57.00  sec   932 KBytes  7.64 Mbits/sec    0    571 KBytes       
[  4]  57.00-58.00  sec   509 KBytes  4.17 Mbits/sec    0    595 KBytes       
[  4]  58.00-59.00  sec   573 KBytes  4.69 Mbits/sec    0    611 KBytes       
[  4]  59.00-60.00  sec   573 KBytes  4.69 Mbits/sec    0    619 KBytes       
[  4]  60.00-61.00  sec   573 KBytes  4.69 Mbits/sec    0    624 KBytes       
[  4]  61.00-62.00  sec   573 KBytes  4.69 Mbits/sec    0    625 KBytes       
[  4]  62.00-63.00  sec   445 KBytes  3.65 Mbits/sec    0    628 KBytes       
[  4]  63.00-64.00  sec   509 KBytes  4.17 Mbits/sec    0    636 KBytes       
[  4]  64.00-65.00  sec   509 KBytes  4.17 Mbits/sec    0    650 KBytes       
[  4]  65.00-66.00  sec   573 KBytes  4.69 Mbits/sec    0    677 KBytes       
[  4]  66.00-67.00  sec   573 KBytes  4.69 Mbits/sec    0    721 KBytes       
[  4]  67.00-68.00  sec   573 KBytes  4.69 Mbits/sec    0    786 KBytes       
[  4]  68.00-69.00  sec   382 KBytes  3.13 Mbits/sec    0    843 KBytes       
[  4]  69.00-70.00  sec   509 KBytes  4.17 Mbits/sec    0    936 KBytes       
[  4]  70.00-71.00  sec   509 KBytes  4.17 Mbits/sec    0   1.05 MBytes       
[  4]  71.00-72.00  sec   382 KBytes  3.13 Mbits/sec    0   1.15 MBytes       
[  4]  72.00-73.00  sec   509 KBytes  4.17 Mbits/sec    0   1.35 MBytes       
[  4]  73.00-74.00  sec   445 KBytes  3.65 Mbits/sec    0   1.48 MBytes       
[  4]  74.00-75.00  sec   255 KBytes  2.09 Mbits/sec   29   1.56 MBytes       
[  4]  75.00-76.00  sec  0.00 Bytes  0.00 bits/sec  144   1.15 MBytes       
[  4]  76.00-77.00  sec  0.00 Bytes  0.00 bits/sec   90   1.15 MBytes       
[  4]  77.00-78.00  sec  0.00 Bytes  0.00 bits/sec  111   1.14 MBytes       
[  4]  78.00-79.00  sec   255 KBytes  2.08 Mbits/sec  239   1.15 MBytes       
[  4]  79.00-80.00  sec   636 KBytes  5.21 Mbits/sec  118   1.11 MBytes       
[  4]  80.00-81.00  sec  0.00 Bytes  0.00 bits/sec  176   1.15 MBytes       
[  4]  81.00-82.00  sec  63.6 KBytes   521 Kbits/sec  175   1.14 MBytes       
[  4]  82.00-83.00  sec  0.00 Bytes  0.00 bits/sec   75   1.15 MBytes       
[  4]  83.00-84.00  sec  0.00 Bytes  0.00 bits/sec    0   1.15 MBytes       
[  4]  84.00-85.00  sec  3.75 MBytes  31.5 Mbits/sec  245    824 KBytes       
[  4]  85.00-86.00  sec  1.25 MBytes  10.5 Mbits/sec    0    848 KBytes       
[  4]  86.00-87.00  sec   734 KBytes  6.02 Mbits/sec    0    884 KBytes       
[  4]  87.00-88.00  sec   573 KBytes  4.69 Mbits/sec    0    922 KBytes       
[  4]  88.00-89.00  sec   445 KBytes  3.65 Mbits/sec    0    947 KBytes       
[  4]  89.00-90.00  sec   573 KBytes  4.69 Mbits/sec    0    967 KBytes       
[  4]  90.00-91.00  sec   445 KBytes  3.65 Mbits/sec    0    979 KBytes       
[  4]  91.00-92.00  sec   573 KBytes  4.69 Mbits/sec    0    987 KBytes       
[  4]  92.00-93.00  sec   509 KBytes  4.17 Mbits/sec    0    991 KBytes       
[  4]  93.00-94.00  sec   509 KBytes  4.17 Mbits/sec    0    996 KBytes       
[  4]  94.00-95.00  sec   509 KBytes  4.17 Mbits/sec    0   1003 KBytes       
[  4]  95.00-96.00  sec   509 KBytes  4.17 Mbits/sec    0   1015 KBytes       
[  4]  96.00-97.00  sec   573 KBytes  4.69 Mbits/sec    0   1.02 MBytes       
[  4]  97.00-98.00  sec   445 KBytes  3.65 Mbits/sec    0   1.04 MBytes       
[  4]  98.00-99.00  sec   573 KBytes  4.69 Mbits/sec    0   1.10 MBytes       
[  4]  99.00-100.00 sec   445 KBytes  3.65 Mbits/sec    0   1.15 MBytes       
[  4] 100.00-101.00 sec   573 KBytes  4.69 Mbits/sec    0   1.25 MBytes       
[  4] 101.00-102.00 sec   445 KBytes  3.65 Mbits/sec    0   1.34 MBytes       
[  4] 102.00-103.00 sec   509 KBytes  4.17 Mbits/sec    0   1.47 MBytes       
[  4] 103.00-104.00 sec   382 KBytes  3.13 Mbits/sec   19   1.51 MBytes       
[  4] 104.00-105.00 sec  0.00 Bytes  0.00 bits/sec   74   1.27 MBytes       
[  4] 105.00-106.00 sec  0.00 Bytes  0.00 bits/sec  118   1.11 MBytes       
[  4] 106.00-107.00 sec   700 KBytes  5.73 Mbits/sec   42   1.11 MBytes       
[  4] 107.00-108.00 sec   255 KBytes  2.09 Mbits/sec  172   1.11 MBytes       
[  4] 108.00-109.00 sec  63.6 KBytes   521 Kbits/sec  191   1.08 MBytes       
[  4] 109.00-110.00 sec  0.00 Bytes  0.00 bits/sec  107   1.11 MBytes       
[  4] 110.00-111.00 sec   891 KBytes  7.30 Mbits/sec  169    841 KBytes       
[  4] 111.00-112.00 sec  0.00 Bytes  0.00 bits/sec   57    795 KBytes       
[  4] 112.00-113.00 sec   255 KBytes  2.09 Mbits/sec   85    795 KBytes       
[  4] 113.00-114.00 sec   891 KBytes  7.30 Mbits/sec    7    795 KBytes       
[  4] 114.00-115.00 sec  1.25 MBytes  10.5 Mbits/sec    0    676 KBytes       
[  4] 115.00-116.00 sec  1.25 MBytes  10.5 Mbits/sec    0    557 KBytes       
[  4] 116.00-117.00 sec  1.25 MBytes  10.5 Mbits/sec    0    580 KBytes       
[  4] 117.00-118.00 sec  1.03 MBytes  8.68 Mbits/sec    0    608 KBytes       
[  4] 118.00-119.00 sec   509 KBytes  4.17 Mbits/sec    0    636 KBytes       
[  4] 119.00-120.00 sec   382 KBytes  3.13 Mbits/sec    0    652 KBytes       
[  4] 120.00-121.00 sec   445 KBytes  3.65 Mbits/sec    0    663 KBytes       
[  4] 121.00-122.00 sec   445 KBytes  3.65 Mbits/sec    0    669 KBytes       
