Timestep;Transferred Bytes;Bandwidth (Mbps)
989.0;4341.76;0.03388671875
990.0;47820.8;0.373046875
991.0;1090519.04;8.73
992.0;1142947.84;9.12
993.0;1132462.08;9.08
994.0;109568.0;0.859375
995.0;0.0;0.0
996.0;10137.6;0.07919921875
997.0;95539.2;0.7470703125
998.0;468992.0;3.75
999.0;521216.0;4.17
1000.0;412672.0;3.3
1001.0;364544.0;2.92
1002.0;1740636.16;13.9
1003.0;167936.0;1.34
1004.0;376832.0;3.01
1005.0;395264.0;3.16
1006.0;0.0;0.0
1007.0;0.0;0.0
1008.0;0.0;0.0
1009.0;0.0;0.0
1010.0;0.0;0.0
1011.0;0.0;0.0
1012.0;0.0;0.0
1013.0;0.0;0.0
1014.0;0.0;0.0
1015.0;0.0;0.0
1016.0;8683.52;0.06787109375
1017.0;37683.2;0.2939453125
1018.0;273408.0;2.19
1019.0;327680.0;2.62
1020.0;723968.0;5.79
1021.0;1111490.56;8.93
1022.0;1101004.8;8.84
1023.0;1090519.04;8.69
1024.0;1010688.0;8.09
1025.0;925696.0;7.4
1026.0;776192.0;6.21
1027.0;755712.0;6.05
1028.0;651264.0;5.21
1029.0;497664.0;3.99
1030.0;539648.0;4.32
1031.0;336896.0;2.7
1032.0;206848.0;1.66
1033.0;193536.0;1.55
1034.0;350208.0;2.81
1035.0;125952.0;1.01
1036.0;228352.0;1.83
1037.0;227328.0;1.82
1038.0;628736.0;5.03
1039.0;280576.0;2.25
1040.0;535552.0;4.29
1041.0;350208.0;2.8
1042.0;315392.0;2.53
1043.0;329728.0;2.64
1044.0;329728.0;2.64
1045.0;297984.0;2.39
1046.0;41984.0;0.328125
1047.0;331776.0;2.65
1048.0;212992.0;1.7
1049.0;149504.0;1.19
1050.0;307200.0;2.46
1051.0;88371.2;0.689453125
1052.0;315392.0;2.53
1053.0;159744.0;1.27
1054.0;17408.0;0.1357421875
1055.0;14438.4;0.11328125
1056.0;0.0;0.0
1057.0;1443.84;0.011328125
1058.0;0.0;0.0
1059.0;0.0;0.0
1060.0;0.0;0.0
1061.0;243712.0;1.95
1062.0;2485125.12;19.9
1063.0;1195376.64;9.54
1064.0;1195376.64;9.56
1065.0;1195376.64;9.56
1066.0;1195376.64;9.54
1067.0;1195376.64;9.57
1068.0;1174405.12;9.37
1069.0;1195376.64;9.53
1070.0;1195376.64;9.55
1071.0;1195376.64;9.56
1072.0;1195376.64;9.56
1073.0;1195376.64;9.55
1074.0;1195376.64;9.53
1075.0;1153433.6;9.23
1076.0;1195376.64;9.55
1077.0;1195376.64;9.56
1078.0;1195376.64;9.54
1079.0;1195376.64;9.57
1080.0;1195376.64;9.53
1081.0;1195376.64;9.57
1082.0;1195376.64;9.52
1083.0;1195376.64;9.53
1084.0;1195376.64;9.53
1085.0;1195376.64;9.55
1086.0;1195376.64;9.54
1087.0;1195376.64;9.56
1088.0;1195376.64;9.56
1089.0;1184890.88;9.45
1090.0;1205862.4;9.66
1091.0;841728.0;6.73
1092.0;0.0;0.0
1093.0;0.0;0.0
1094.0;0.0;0.0
1095.0;0.0;0.0
1096.0;0.0;0.0
1097.0;0.0;0.0
1098.0;0.0;0.0
1099.0;88371.2;0.6904296875
1100.0;1111490.56;8.87
1101.0;1111490.56;8.91
1102.0;1121976.32;9.01
1103.0;1132462.08;9.05
1104.0;1101004.8;8.81
1105.0;1142947.84;9.17
1106.0;1153433.6;9.27
1107.0;1174405.12;9.36
1108.0;1195376.64;9.53
1109.0;1195376.64;9.57
1110.0;1184890.88;9.5
1111.0;1153433.6;9.21
1112.0;1195376.64;9.56
1113.0;1195376.64;9.52
1114.0;983040.0;7.86
1115.0;1195376.64;9.56
1116.0;1195376.64;9.56
1117.0;1195376.64;9.57
1118.0;1142947.84;9.16
1119.0;1195376.64;9.56
1120.0;1195376.64;9.57
1121.0;1195376.64;9.56
1122.0;712704.0;5.7
1123.0;547840.0;4.38
1124.0;1509949.44;12.0
1125.0;486400.0;3.89
1126.0;0.0;0.0
1127.0;0.0;0.0
1128.0;0.0;0.0
1129.0;0.0;0.0
1130.0;0.0;0.0
1131.0;0.0;0.0
1132.0;1443.84;0.011328125
1133.0;1443.84;0.011328125
1134.0;2897.92;0.02265625
1135.0;4341.76;0.033984375
1136.0;622592.0;4.98
1137.0;1142947.84;9.14
1138.0;1153433.6;9.24
1139.0;1163919.36;9.35
1140.0;1174405.12;9.41
1141.0;1174405.12;9.43
1142.0;2023751.68;16.2
1143.0;1184890.88;9.5
1144.0;1174405.12;9.38
1145.0;1184890.88;9.47
1146.0;1184890.88;9.5
1147.0;1184890.88;9.5
1148.0;1195376.64;9.56
1149.0;1184890.88;9.5
1150.0;1184890.88;9.5
1151.0;1195376.64;9.56
1152.0;1184890.88;9.5
1153.0;1195376.64;9.57
1154.0;737280.0;5.89
1155.0;0.0;0.0
1156.0;0.0;0.0
1157.0;1443.84;0.011328125
1158.0;0.0;0.0
1159.0;0.0;0.0
1160.0;7130316.8;57.1
1161.0;1205862.4;9.66
1162.0;1184890.88;9.49
1163.0;1184890.88;9.49
1164.0;1184890.88;9.46
1165.0;1195376.64;9.57
1166.0;668672.0;5.35
1167.0;0.0;0.0
1168.0;0.0;0.0
1169.0;1443.84;0.011328125
1170.0;0.0;0.0
1171.0;0.0;0.0
1172.0;7602176.0;60.9
1173.0;1174405.12;9.38
1174.0;1174405.12;9.39
1175.0;1195376.64;9.55
1176.0;1174405.12;9.42
1177.0;1195376.64;9.56
1178.0;1174405.12;9.37
1179.0;1195376.64;9.56
1180.0;1163919.36;9.3
1181.0;1195376.64;9.54
1182.0;1174405.12;9.38
1183.0;1163919.36;9.35
1184.0;1195376.64;9.55
1185.0;363520.0;2.91
1186.0;0.0;0.0
1187.0;0.0;0.0
1188.0;0.0;0.0
1189.0;0.0;0.0
1190.0;0.0;0.0
1191.0;0.0;0.0
1192.0;1443.84;0.011328125
1193.0;420864.0;3.37
1194.0;1004544.0;8.04
1195.0;1090519.04;8.71
1196.0;1142947.84;9.12
1197.0;1153433.6;9.2
1198.0;1163919.36;9.28
1199.0;1163919.36;9.34
1200.0;1163919.36;9.35
1201.0;1174405.12;9.39
1202.0;1142947.84;9.15
1203.0;1205862.4;9.65
1204.0;1174405.12;9.4
1205.0;1184890.88;9.51
1206.0;1184890.88;9.5
1207.0;1184890.88;9.49
1208.0;1195376.64;9.55
1209.0;1184890.88;9.51
1210.0;1153433.6;9.19
1211.0;1195376.64;9.56
1212.0;1195376.64;9.57
1213.0;1195376.64;9.56
1214.0;1046528.0;8.36
1215.0;0.0;0.0
1216.0;0.0;0.0
1217.0;0.0;0.0
1218.0;0.0;0.0
1219.0;0.0;0.0
1220.0;0.0;0.0
1221.0;1443.84;0.011328125
1222.0;0.0;0.0
1223.0;0.0;0.0
1224.0;0.0;0.0
1225.0;0.0;0.0
1226.0;0.0;0.0
1227.0;0.0;0.0
1228.0;0.0;0.0
1229.0;0.0;0.0
1230.0;0.0;0.0
1231.0;0.0;0.0
1232.0;0.0;0.0
1233.0;0.0;0.0
1234.0;0.0;0.0
1235.0;0.0;0.0
1236.0;0.0;0.0
1237.0;0.0;0.0
1238.0;0.0;0.0
1239.0;408576.0;3.27
1240.0;1163919.36;9.35
1241.0;1174405.12;9.43
1242.0;1195376.64;9.61
1243.0;377856.0;3.02
1244.0;0.0;0.0
1245.0;0.0;0.0
1246.0;0.0;0.0
1247.0;0.0;0.0
1248.0;0.0;0.0
1249.0;0.0;0.0
1250.0;0.0;0.0
1251.0;0.0;0.0
1252.0;0.0;0.0
1253.0;0.0;0.0
1254.0;0.0;0.0
1255.0;0.0;0.0
1256.0;0.0;0.0
1257.0;0.0;0.0
1258.0;0.0;0.0
1259.0;0.0;0.0
1260.0;0.0;0.0
1261.0;0.0;0.0
1262.0;0.0;0.0
1263.0;0.0;0.0
1264.0;0.0;0.0
1265.0;0.0;0.0
1266.0;0.0;0.0
1267.0;0.0;0.0
1268.0;8315207.68;66.4
1269.0;1184890.88;9.47
1270.0;1184890.88;9.5
1271.0;1184890.88;9.49
1272.0;1184890.88;9.5
1273.0;1184890.88;9.45
1274.0;1184890.88;9.51
1275.0;1195376.64;9.52
1276.0;1195376.64;9.53
1277.0;1195376.64;9.57
1278.0;1195376.64;9.52
1279.0;1195376.64;9.57
1280.0;1163919.36;9.3
1281.0;1195376.64;9.57
1282.0;1184890.88;9.5
1283.0;1195376.64;9.56
1284.0;891904.0;7.13
1285.0;0.0;0.0
1286.0;0.0;0.0
1287.0;1443.84;0.011328125
1288.0;0.0;0.0
1289.0;0.0;0.0
1290.0;0.0;0.0
1291.0;9049210.88;72.5
1292.0;1195376.64;9.53
1293.0;1195376.64;9.58
1294.0;1153433.6;9.23
1295.0;1195376.64;9.55
1296.0;1195376.64;9.56
1297.0;433152.0;3.46
1298.0;0.0;0.0
1299.0;1443.84;0.011328125
1300.0;0.0;0.0
1301.0;0.0;0.0
1302.0;0.0;0.0
1303.0;0.0;0.0
1304.0;0.0;0.0
1305.0;0.0;0.0
1306.0;0.0;0.0
1307.0;0.0;0.0
1308.0;0.0;0.0
1309.0;0.0;0.0
1310.0;0.0;0.0
1311.0;0.0;0.0
1312.0;0.0;0.0
1313.0;0.0;0.0
1314.0;0.0;0.0
1315.0;0.0;0.0
1316.0;0.0;0.0
1317.0;0.0;0.0
1318.0;0.0;0.0
1319.0;0.0;0.0
1320.0;0.0;0.0
1321.0;0.0;0.0
1322.0;0.0;0.0
1323.0;0.0;0.0
1324.0;0.0;0.0
1325.0;0.0;0.0
1326.0;0.0;0.0
1327.0;0.0;0.0
1328.0;0.0;0.0
1329.0;0.0;0.0
1330.0;0.0;0.0
1331.0;0.0;0.0
1332.0;0.0;0.0
1333.0;0.0;0.0
1334.0;0.0;0.0
1335.0;0.0;0.0
1336.0;0.0;0.0
1337.0;0.0;0.0
1338.0;0.0;0.0
1339.0;0.0;0.0
1340.0;0.0;0.0
1341.0;0.0;0.0
1342.0;0.0;0.0
1343.0;0.0;0.0
1344.0;0.0;0.0
1345.0;0.0;0.0
1346.0;0.0;0.0
1347.0;0.0;0.0
1348.0;0.0;0.0
1349.0;0.0;0.0
1350.0;0.0;0.0
1351.0;0.0;0.0
1352.0;0.0;0.0
1353.0;0.0;0.0
1354.0;0.0;0.0
1355.0;0.0;0.0
1356.0;0.0;0.0
1357.0;0.0;0.0
1358.0;0.0;0.0
1359.0;0.0;0.0
1360.0;0.0;0.0
1361.0;0.0;0.0
1362.0;0.0;0.0
1363.0;0.0;0.0
1364.0;282624.0;2.26
1365.0;82534.4;0.64453125
1366.0;0.0;0.0
1367.0;0.0;0.0
1368.0;230400.0;1.84
1369.0;0.0;0.0
1370.0;0.0;0.0
1371.0;0.0;0.0
1372.0;0.0;0.0
1373.0;0.0;0.0
1374.0;0.0;0.0
1375.0;0.0;0.0
1376.0;0.0;0.0
1377.0;0.0;0.0
1378.0;0.0;0.0
1379.0;0.0;0.0
1380.0;0.0;0.0
1381.0;0.0;0.0
1382.0;0.0;0.0
1383.0;0.0;0.0
1384.0;0.0;0.0
1385.0;0.0;0.0
1386.0;0.0;0.0
1387.0;0.0;0.0
1388.0;0.0;0.0
1389.0;0.0;0.0
1390.0;0.0;0.0
1391.0;0.0;0.0
1392.0;0.0;0.0
1393.0;0.0;0.0
1394.0;0.0;0.0
1395.0;0.0;0.0
1396.0;0.0;0.0
1397.0;0.0;0.0
1398.0;0.0;0.0
1399.0;0.0;0.0
1400.0;0.0;0.0
1401.0;0.0;0.0
1402.0;0.0;0.0
1403.0;0.0;0.0
1404.0;0.0;0.0
1405.0;0.0;0.0
1406.0;0.0;0.0
1407.0;0.0;0.0
1408.0;0.0;0.0
1409.0;0.0;0.0
1410.0;0.0;0.0
1411.0;0.0;0.0
1412.0;0.0;0.0
1413.0;0.0;0.0
1414.0;0.0;0.0
1415.0;0.0;0.0
1416.0;0.0;0.0
1417.0;0.0;0.0
1418.0;0.0;0.0
1419.0;0.0;0.0
1420.0;0.0;0.0
1421.0;0.0;0.0
1422.0;0.0;0.0
1423.0;0.0;0.0
1424.0;0.0;0.0
1425.0;0.0;0.0
1426.0;0.0;0.0
1427.0;0.0;0.0
1428.0;0.0;0.0
1429.0;0.0;0.0
1430.0;0.0;0.0
1431.0;1443.84;0.011328125
1432.0;1443.84;0.011328125
1433.0;2897.92;0.02265625
1434.0;4341.76;0.03388671875
1435.0;4341.76;0.03388671875
1436.0;5795.84;0.0453125
1437.0;10137.6;0.07919921875
1438.0;14438.4;0.11328125
1439.0;21708.8;0.169921875
1440.0;33280.0;0.259765625
1441.0;49254.4;0.384765625
1442.0;73830.4;0.5771484375
1443.0;111616.0;0.87109375
1444.0;166912.0;1.33
1445.0;230400.0;1.84
1446.0;20275.2;0.158203125
1447.0;374784.0;3.0
1448.0;0.0;0.0
1449.0;136192.0;1.09
1450.0;0.0;0.0
1451.0;0.0;0.0
1452.0;0.0;0.0
1453.0;0.0;0.0
1454.0;0.0;0.0
1455.0;0.0;0.0
1456.0;0.0;0.0
1457.0;0.0;0.0
1458.0;0.0;0.0
1459.0;0.0;0.0
1460.0;0.0;0.0
1461.0;0.0;0.0
1462.0;0.0;0.0
1463.0;0.0;0.0
1464.0;0.0;0.0
1465.0;0.0;0.0
1466.0;0.0;0.0
1467.0;0.0;0.0
1468.0;0.0;0.0
1469.0;0.0;0.0
1470.0;0.0;0.0
1471.0;0.0;0.0
1472.0;0.0;0.0
1473.0;0.0;0.0
1474.0;0.0;0.0
1475.0;0.0;0.0
1476.0;0.0;0.0
1477.0;0.0;0.0
1478.0;0.0;0.0
1479.0;0.0;0.0
1480.0;0.0;0.0
1481.0;0.0;0.0
1482.0;0.0;0.0
1483.0;0.0;0.0
1484.0;0.0;0.0
1485.0;0.0;0.0
1486.0;0.0;0.0
1487.0;0.0;0.0
1488.0;0.0;0.0
1489.0;0.0;0.0
1490.0;0.0;0.0
1491.0;0.0;0.0
1492.0;0.0;0.0
1493.0;0.0;0.0
1494.0;0.0;0.0
1495.0;0.0;0.0
1496.0;0.0;0.0
1497.0;0.0;0.0
1498.0;0.0;0.0
1499.0;0.0;0.0
1500.0;0.0;0.0
1501.0;0.0;0.0
1502.0;0.0;0.0
1503.0;0.0;0.0
1504.0;0.0;0.0
1505.0;0.0;0.0
1506.0;0.0;0.0
1507.0;0.0;0.0
1508.0;0.0;0.0
1509.0;0.0;0.0
1510.0;0.0;0.0
1511.0;0.0;0.0
1512.0;1443.84;0.011328125
1513.0;1443.84;0.011328125
1514.0;2897.92;0.02265625
1515.0;4341.76;0.03388671875
1516.0;7239.68;0.05654296875
1517.0;10137.6;0.07919921875
1518.0;15974.4;0.1240234375
1519.0;23142.4;0.1806640625
1520.0;2897.92;0.02265625
1521.0;31846.4;0.2490234375
1522.0;52121.6;0.4072265625
1523.0;30412.8;0.2373046875
1524.0;47820.8;0.373046875
1525.0;20275.2;0.158203125
1526.0;2897.92;0.02265625
1527.0;0.0;0.0
1528.0;0.0;0.0
1529.0;0.0;0.0
1530.0;0.0;0.0
1531.0;0.0;0.0
1532.0;0.0;0.0
1533.0;0.0;0.0
1534.0;0.0;0.0
1535.0;0.0;0.0
1536.0;0.0;0.0
1537.0;0.0;0.0
1538.0;0.0;0.0
1539.0;0.0;0.0
1540.0;0.0;0.0
1541.0;0.0;0.0
1542.0;0.0;0.0
1543.0;0.0;0.0
1544.0;0.0;0.0
1545.0;0.0;0.0
1546.0;0.0;0.0
1547.0;0.0;0.0
1548.0;0.0;0.0
1549.0;0.0;0.0
1550.0;0.0;0.0
1551.0;0.0;0.0
1552.0;0.0;0.0
1553.0;0.0;0.0
1554.0;0.0;0.0
1555.0;0.0;0.0
1556.0;0.0;0.0
1557.0;0.0;0.0
1558.0;0.0;0.0
1559.0;0.0;0.0
1560.0;0.0;0.0
1561.0;0.0;0.0
1562.0;0.0;0.0
1563.0;0.0;0.0
1564.0;0.0;0.0
1565.0;0.0;0.0
1566.0;0.0;0.0
1567.0;0.0;0.0
1568.0;0.0;0.0
1569.0;0.0;0.0
1570.0;0.0;0.0
1571.0;0.0;0.0
1572.0;0.0;0.0
1573.0;0.0;0.0
1574.0;0.0;0.0
1575.0;0.0;0.0
1576.0;0.0;0.0
1577.0;0.0;0.0
1578.0;0.0;0.0
1579.0;0.0;0.0
1580.0;0.0;0.0
1581.0;0.0;0.0
1582.0;0.0;0.0
1583.0;0.0;0.0
1584.0;0.0;0.0
1585.0;0.0;0.0
1586.0;0.0;0.0
1587.0;0.0;0.0
1588.0;1443.84;0.011328125
1589.0;0.0;0.0
1590.0;1443.84;0.011328125
1591.0;0.0;0.0
1592.0;0.0;0.0
1593.0;1443.84;0.011328125
1594.0;0.0;0.0
1595.0;0.0;0.0
1596.0;0.0;0.0
1597.0;0.0;0.0
1598.0;0.0;0.0
1599.0;0.0;0.0
1600.0;0.0;0.0
1601.0;0.0;0.0
1602.0;0.0;0.0
1603.0;0.0;0.0
1604.0;0.0;0.0
1605.0;0.0;0.0
1606.0;0.0;0.0
1607.0;0.0;0.0
1608.0;0.0;0.0
1609.0;0.0;0.0
1610.0;0.0;0.0
1611.0;0.0;0.0
1612.0;0.0;0.0
1613.0;0.0;0.0
1614.0;0.0;0.0
1615.0;0.0;0.0
1616.0;0.0;0.0
1617.0;0.0;0.0
1618.0;0.0;0.0
1619.0;0.0;0.0
1620.0;0.0;0.0
1621.0;0.0;0.0
1622.0;0.0;0.0
1623.0;0.0;0.0
1624.01;0.0;0.0
1625.0;0.0;0.0
1626.0;0.0;0.0
1627.0;0.0;0.0
1628.0;0.0;0.0
1629.0;0.0;0.0
1630.0;0.0;0.0
1631.0;0.0;0.0
1632.0;0.0;0.0
1633.0;0.0;0.0
1634.0;0.0;0.0
1635.0;0.0;0.0
1636.0;0.0;0.0
1637.0;0.0;0.0
1638.01;0.0;0.0
1639.0;0.0;0.0
1640.0;0.0;0.0
1641.0;0.0;0.0
1642.0;0.0;0.0
1643.0;0.0;0.0
1644.0;0.0;0.0
1645.01;0.0;0.0
1646.0;0.0;0.0
1647.0;0.0;0.0
1648.0;0.0;0.0
1649.0;0.0;0.0
1650.0;0.0;0.0
1651.0;0.0;0.0
1652.0;0.0;0.0
1653.0;0.0;0.0
1654.0;0.0;0.0
1655.0;0.0;0.0
1656.0;0.0;0.0
1657.0;0.0;0.0
1658.0;0.0;0.0
1659.0;0.0;0.0
1660.0;0.0;0.0
1661.0;0.0;0.0
1662.0;0.0;0.0
1663.0;0.0;0.0
1664.0;0.0;0.0
1665.0;0.0;0.0
1666.0;0.0;0.0
1667.0;0.0;0.0
1668.0;0.0;0.0
1669.0;0.0;0.0
1670.0;0.0;0.0
1671.0;0.0;0.0
1672.0;0.0;0.0
1673.0;0.0;0.0
1674.0;0.0;0.0
1675.0;0.0;0.0
1676.0;0.0;0.0
1677.0;0.0;0.0
1678.0;0.0;0.0
1679.0;0.0;0.0
1680.0;0.0;0.0
1681.0;0.0;0.0
1682.0;0.0;0.0
1683.0;0.0;0.0
1684.0;0.0;0.0
1685.0;0.0;0.0
1686.0;0.0;0.0
1687.0;0.0;0.0
1688.0;0.0;0.0
1689.0;0.0;0.0
1690.0;0.0;0.0
1691.0;0.0;0.0
1692.0;0.0;0.0
1693.0;0.0;0.0
1694.0;0.0;0.0
1695.0;0.0;0.0
1696.0;0.0;0.0
1697.0;0.0;0.0
1698.0;0.0;0.0
1699.0;0.0;0.0
1700.0;0.0;0.0
1701.0;0.0;0.0
1702.0;0.0;0.0
1703.0;0.0;0.0
1704.0;0.0;0.0
1705.0;0.0;0.0
1706.0;0.0;0.0
1707.0;0.0;0.0
1708.0;0.0;0.0
1709.0;0.0;0.0
1710.0;0.0;0.0
1711.0;0.0;0.0
1712.0;0.0;0.0
1713.0;0.0;0.0
1714.0;1443.84;0.011328125
1715.0;0.0;0.0
1716.0;0.0;0.0
1717.0;0.0;0.0
1718.0;0.0;0.0
1719.0;0.0;0.0
1720.0;0.0;0.0
1721.0;0.0;0.0
1722.0;0.0;0.0
1723.0;0.0;0.0
1724.0;0.0;0.0
1725.0;0.0;0.0
1726.0;0.0;0.0
1727.0;0.0;0.0
1728.0;0.0;0.0
1729.0;0.0;0.0
1730.0;0.0;0.0
1731.0;0.0;0.0
1732.0;0.0;0.0
1733.0;0.0;0.0
1734.0;0.0;0.0
1735.0;0.0;0.0
1736.0;0.0;0.0
1737.0;0.0;0.0
1738.0;0.0;0.0
1739.0;0.0;0.0
1740.0;0.0;0.0
1741.0;0.0;0.0
1742.0;0.0;0.0
1743.0;0.0;0.0
1744.0;0.0;0.0
1745.0;0.0;0.0
1746.0;0.0;0.0
1747.0;0.0;0.0
1748.0;0.0;0.0
1749.0;0.0;0.0
1750.0;0.0;0.0
1751.0;0.0;0.0
1752.0;0.0;0.0
1753.0;0.0;0.0
1754.0;0.0;0.0
1755.0;0.0;0.0
1756.0;0.0;0.0
1757.0;0.0;0.0
1758.0;0.0;0.0
1759.0;0.0;0.0
1760.0;0.0;0.0
1761.0;0.0;0.0
1762.0;0.0;0.0
1763.0;0.0;0.0
1764.0;0.0;0.0
1765.0;0.0;0.0
1766.0;0.0;0.0
1767.0;0.0;0.0
1768.0;0.0;0.0
1769.0;0.0;0.0
1770.0;0.0;0.0
1771.0;0.0;0.0
1772.0;0.0;0.0
1773.0;0.0;0.0
1774.0;0.0;0.0
1775.0;0.0;0.0
1776.0;0.0;0.0
1777.0;0.0;0.0
1778.0;0.0;0.0
1779.0;0.0;0.0
1780.0;0.0;0.0
1781.0;0.0;0.0
1782.0;0.0;0.0
1783.0;0.0;0.0
1784.0;0.0;0.0
1785.0;0.0;0.0
1786.0;0.0;0.0
1787.0;0.0;0.0
1788.0;0.0;0.0
1789.0;0.0;0.0
1790.0;0.0;0.0
1791.0;0.0;0.0
1792.0;0.0;0.0
1793.0;0.0;0.0
1794.0;0.0;0.0
1795.0;0.0;0.0
1796.0;0.0;0.0
1797.0;0.0;0.0
1798.0;0.0;0.0
1799.0;0.0;0.0
1800.0;0.0;0.0
1801.0;0.0;0.0
1802.0;0.0;0.0
1803.0;0.0;0.0
1804.0;0.0;0.0
1805.0;0.0;0.0
1806.0;0.0;0.0
1807.0;0.0;0.0
1808.0;0.0;0.0
1809.0;0.0;0.0
1810.0;0.0;0.0
1811.0;0.0;0.0
1812.0;0.0;0.0
1813.0;0.0;0.0
1814.0;0.0;0.0
1815.0;0.0;0.0
1816.0;0.0;0.0
1817.0;0.0;0.0
1818.0;0.0;0.0
1819.0;0.0;0.0
1820.0;0.0;0.0
1821.0;0.0;0.0
1822.0;0.0;0.0
1823.0;0.0;0.0
1824.0;0.0;0.0
1825.0;0.0;0.0
1826.0;0.0;0.0
1827.0;0.0;0.0
1828.0;0.0;0.0
1829.0;0.0;0.0
1830.0;0.0;0.0
1831.0;0.0;0.0
1832.0;0.0;0.0
1833.0;0.0;0.0
1834.0;0.0;0.0
1835.0;0.0;0.0
1836.0;0.0;0.0
1837.0;0.0;0.0
1838.0;0.0;0.0
1839.0;0.0;0.0
1840.0;0.0;0.0
1841.0;0.0;0.0
1842.0;0.0;0.0
1843.0;0.0;0.0
1844.0;1443.84;0.011328125
1845.0;0.0;0.0
1846.0;2897.92;0.02265625
1847.0;0.0;0.0
1848.0;4341.76;0.033984375
1849.0;0.0;0.0
1850.0;7239.68;0.05654296875
1851.0;0.0;0.0
1852.0;0.0;0.0
1853.0;10137.6;0.07919921875
1854.0;0.0;0.0
1855.0;0.0;0.0
1856.0;1443.84;0.011328125
1857.0;0.0;0.0
1858.0;0.0;0.0
1859.0;0.0;0.0
1860.0;0.0;0.0
1861.0;0.0;0.0
1862.0;0.0;0.0
1863.0;0.0;0.0
1864.0;0.0;0.0
1865.0;0.0;0.0
1866.0;0.0;0.0
1867.0;0.0;0.0
1868.0;0.0;0.0
1869.0;0.0;0.0
1870.0;0.0;0.0
1871.0;0.0;0.0
1872.0;0.0;0.0
1873.0;0.0;0.0
1874.0;0.0;0.0
1875.0;0.0;0.0
1876.0;0.0;0.0
1877.0;0.0;0.0
1878.0;0.0;0.0
1879.0;0.0;0.0
1880.0;0.0;0.0
1881.0;0.0;0.0
1882.0;0.0;0.0
1883.0;0.0;0.0
1884.0;0.0;0.0
1885.0;0.0;0.0
1886.0;0.0;0.0
1887.0;0.0;0.0
1888.0;0.0;0.0
1889.0;0.0;0.0
1890.0;0.0;0.0
1891.0;0.0;0.0
1892.0;0.0;0.0
1893.0;0.0;0.0
1894.0;0.0;0.0
1895.0;0.0;0.0
1896.0;0.0;0.0
1897.0;0.0;0.0
1898.0;0.0;0.0
1899.0;0.0;0.0
1900.0;0.0;0.0
1901.0;0.0;0.0
1902.0;0.0;0.0
1903.0;0.0;0.0
1904.0;0.0;0.0
1905.0;0.0;0.0
1906.0;0.0;0.0
1907.0;0.0;0.0
1908.0;0.0;0.0
1909.0;0.0;0.0
1910.0;0.0;0.0
1911.0;0.0;0.0
1912.0;0.0;0.0
1913.0;0.0;0.0
1914.0;0.0;0.0
1915.0;0.0;0.0
1916.0;0.0;0.0
1917.0;0.0;0.0
1918.0;0.0;0.0
1919.0;0.0;0.0
1920.0;0.0;0.0
1921.0;0.0;0.0
1922.0;0.0;0.0
1923.0;0.0;0.0
1924.0;0.0;0.0
1925.0;0.0;0.0
1926.0;0.0;0.0
1927.0;0.0;0.0
1928.0;0.0;0.0
1929.0;0.0;0.0
1930.0;0.0;0.0
1931.0;0.0;0.0
1932.0;0.0;0.0
1933.0;0.0;0.0
1934.0;0.0;0.0
1935.0;0.0;0.0
1936.0;0.0;0.0
1937.0;0.0;0.0
1938.0;0.0;0.0
1939.0;0.0;0.0
1940.0;0.0;0.0
1941.0;0.0;0.0
1942.0;0.0;0.0
1943.0;0.0;0.0
1944.0;0.0;0.0
1945.0;0.0;0.0
1946.0;0.0;0.0
1947.0;0.0;0.0
1948.0;0.0;0.0
1949.0;0.0;0.0
1950.0;0.0;0.0
1951.0;0.0;0.0
1952.0;0.0;0.0
1953.0;0.0;0.0
1954.0;0.0;0.0
1955.0;0.0;0.0
1956.0;0.0;0.0
1957.0;0.0;0.0
1958.0;0.0;0.0
1959.0;0.0;0.0
1960.0;0.0;0.0
1961.0;0.0;0.0
1962.0;0.0;0.0
1963.0;0.0;0.0
1964.0;0.0;0.0
1965.0;0.0;0.0
1966.0;0.0;0.0
1967.0;0.0;0.0
1968.0;0.0;0.0
1969.0;0.0;0.0
1970.0;0.0;0.0
1971.0;0.0;0.0
1972.0;0.0;0.0
1973.0;0.0;0.0
1974.0;0.0;0.0
1975.0;0.0;0.0
1976.0;0.0;0.0
1977.0;0.0;0.0
1978.0;0.0;0.0
1979.0;1443.84;0.011328125
1980.0;0.0;0.0
1981.0;1443.84;0.011328125
1982.0;0.0;0.0
1983.0;0.0;0.0
1984.0;0.0;0.0
1985.0;0.0;0.0
1986.0;0.0;0.0
1987.0;0.0;0.0
1988.0;0.0;0.0
1989.0;0.0;0.0
1990.0;0.0;0.0
1991.0;0.0;0.0
1992.0;0.0;0.0
1993.0;0.0;0.0
1994.0;0.0;0.0
1995.0;0.0;0.0
1996.0;0.0;0.0
1997.0;0.0;0.0
1998.0;0.0;0.0
1999.0;0.0;0.0
2000.0;0.0;0.0
2001.0;0.0;0.0
2002.0;0.0;0.0
2003.0;0.0;0.0
2004.0;0.0;0.0
2005.0;0.0;0.0
2006.0;0.0;0.0
2007.0;0.0;0.0
2008.0;0.0;0.0
2009.0;0.0;0.0
2010.0;0.0;0.0
2011.0;0.0;0.0
2012.0;0.0;0.0
2013.0;0.0;0.0
2014.0;0.0;0.0
2015.0;0.0;0.0
2016.0;0.0;0.0
2017.0;0.0;0.0
2018.0;0.0;0.0
2019.0;0.0;0.0
2020.0;0.0;0.0
2021.0;0.0;0.0
